uniprot_id	entry_name	description	uniprot_mass	entrez_gene_id	gene_name	present_-HS	present_+HS	mitocarta	matrix	IMS	functional_category	subcategory	ibaq_-HS	ibaq_+HS	log10_ibaq_-HS	log10_ibaq_+HS	log10_ibaq_HEK293	percent_occupancy	log10_ratio	silac_ratio_coIP1	silac_ratio_coIP2	silac_ratio_coIP3	median_silac_ratio	n_silac_replicates	n_ndic_replicates	median_silac_imputed	has_quantitative_data	flag	quality_tier
Q96EL3	RM53_HUMAN	39S ribosomal protein L53, mitochondrial (L53mt) (MRP-L53) (Mitochondrial large ribosomal subunit protein mL53)	12.107	116540.0	MRPL53	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	1674283.3333333333	1615150.0	6.223828954069989	6.208212861742787	6.691869	0.0029848288534717	0.9300583968499668	NDIC	5.790387955993052	6.061708189367764	5.926048072680407	3	1	6.061708189367764	True	candidate_substrate	Tier 1
Q9BXW7	HDHD5_HUMAN	Haloacid dehalogenase-like hydrolase domain-containing 5 (Cat eye syndrome critical region protein 5)	46.321	27440.0	CECR5	X	X	X	X	o	?		1648380.0	1198813.3333333333	6.217057336535436	6.078751564571313	6.858014333333333	0.0029386496822436	0.9065389826203	26.368	9.567546880979716	NDIC	17.967773440489857	3	1	26.368	True	candidate_substrate	Tier 1
Q9NSE4	SYIM_HUMAN	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	113.792	55699.0	IARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	1634586.6666666667	1545553.3333333333	6.213407952054512	6.189083996117359	7.169819333333333	0.0029140596152584	0.8666059301058882	19.219	8.965393580778196	4.6683161383688905	8.965393580778196	3	0	8.965393580778196	True	candidate_substrate	Tier 1
Q99798	ACON_HUMAN	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	85.425	50.0	ACO2	X	X	X	X	o	tricarboxylic acid cycle	tricarboxylic acid cycle	1623970.0	1091893.3333333333	6.210578002149738	6.03818021436928	7.461430666666666	0.0028951327512304	0.8323575302917429	26.535	7.903888713246918	5.5601890464275785	7.903888713246918	3	0	7.903888713246918	True	candidate_substrate	Tier 1
Q9BW92	SYTM_HUMAN	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)	81.036	80222.0	TARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	1609256.6666666667	969250.0	6.2066253169562335	5.986435809679247	6.4698986666666665	0.0028689025541127	0.959307963961347	35.959	8.271298593879239	7.312079555425563	8.271298593879239	3	0	8.271298593879239	True	candidate_substrate	Tier 1
Q6UB35	C1TM_HUMAN	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	105.79	25902.0	MTHFD1L	X	X	X	X	o	one carbon metabolism?		1598263.3333333333	1226333.3333333333	6.2036483361742185	6.088608533111464	6.870139000000001	0.0028493041875305	0.9029873101802188	20.587	11.045086041220262	13.064210595074792	13.064210595074792	3	0	13.064210595074792	True	candidate_substrate	Tier 1
P31930	QCR1_HUMAN	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	52.646	7384.0	UQCRC1	X	X	X	X	o	respiratory chain	complex III subunit	1577510.0	953983.3333333334	6.197972120962798	5.979540787382718	7.698121	0.0028123061795436	0.805127916404899	17.225	13.848113886888607	20.622383535088986	17.225	3	0	17.225	True	candidate_substrate	Tier 1
P05091	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	56.381	217.0	ALDH2	X	X	X	X	o	ethanol degradation		1449133.3333333333	828893.3333333334	6.161108346317899	5.918498646683839	7.183639333333333	0.0025834426585669	0.8576583623469636	17.29	10.892178326743565		14.091089163371782	2	0	14.09108916337178	True	candidate_substrate	Tier 1
Q6P1L8	RM14_HUMAN	39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein uL14m)	15.948	64928.0	MRPL14	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	1433866.6666666667	1708565.0	6.1565087687494	6.2326315055839165	7.002738000000001	0.0025562260063697	0.8791573765503434	NDIC		3.512592644631002	3.512592644631002	2	1	41.92559632231549	True	candidate_substrate	Tier 1
Q8TCS8	PNPT1_HUMAN	Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)	85.951	87178.0	PNPT1	X	X	X	X	o	RNA-binding		1424010.0	1193480.0	6.153513039110928	6.07681514561976	6.9349310000000015	0.002538654032451	0.8873214512315879	24.389	9.17094644167278	24.11672494875196	24.11672494875196	3	0	24.11672494875196	True	candidate_substrate	Tier 1
Q9NP81	SYSM_HUMAN	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	58.283	54938.0	SARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	1364970.0	1204233.3333333333	6.135123106338215	6.080710644364546	6.691039	0.0024334004639537	0.9169163572859484	29.645	4.873056868573657	5.362792942564488	5.362792942564488	3	0	5.362792942564488	True	candidate_substrate	Tier 1
Q00059	TFAM_HUMAN	Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)	29.097	7019.0	TFAM	X	X	X	X	o	mitochondrial DNA transcription		1307760.0	1146503.3333333333	6.116528049615715	6.059375321731608	7.566639333333334	0.0023314093282197	0.808354644666432	5.6493	4.417546494676857	1.1982936298710636	4.417546494676857	3	0	4.417546494676857	True	candidate_substrate	Tier 2
P30837	AL1B1_HUMAN	Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)	57.206	219.0	ALDH1B1	X	X	X	X	o	ethanol degradation		1306103.3333333333	963660.0	6.115977537828162	5.983923832482063	6.790561666666666	0.0023284559054813	0.9006585667059198	7.1404	9.275577404693442	NDIC	8.207988702346722	3	1	9.275577404693442	True	candidate_substrate	Tier 1
P49821	NDUV1_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	50.817	4723.0	NDUFV1	X	X	X	X	o	respiratory chain	complex I subunit	1247426.6666666667	777943.3333333334	6.096015023876084	5.890947963420362	7.243182999999999	0.0022238500695362	0.8416210143905082	15.07	16.510641108194232	16.894745734076704	16.510641108194232	3	0	16.510641108194232	True	candidate_substrate	Tier 1
O43678	NDUA2_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	10.922	4695.0	NDUFA2	X	X	X	X	o	respiratory chain	complex I subunit	1213083.3333333333	821960.0	6.083890635956194	5.914850683474404	7.250257666666666	0.0021626244870934	0.8391275063129289	NDIC	6.05143721633888	5.4007344998919855	5.726085858115432	3	1	6.05143721633888	True	candidate_substrate	Tier 1
P13995	MTDC_HUMAN	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	37.895	10797.0	MTHFD2	X	X	X	X	o	one carbon metabolism		1209973.3333333333	820423.3333333334	6.082775798982729	5.9140380034684	7.250509666666667	0.0021570801341457	0.8389445816405912	11.838	53.561863952865565	158.11026609957784	53.561863952865565	3	0	53.561863952865565	True	candidate_substrate	Tier 1
O43615	TIM44_HUMAN	Mitochondrial import inner membrane translocase subunit TIM44	51.356	10469.0	TIMM44	X	X	X	X	o	membrane traffic	Inner membrane protein translocase	1199530.0	1067823.3333333333	6.079011114055855	6.028499406526754	7.284147333333333	0.0021384622801427	0.834553563494989	17.751	26.835551738943753	7.442691277165823	17.751	3	0	17.751	True	candidate_substrate	Tier 1
Q92552	RT27_HUMAN	28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27) (Mitochondrial small ribosomal subunit protein mS27)	47.611	23107.0	MRPS27	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	1169796.6666666667	477524.6666666667	6.068110379507782	5.678995810098895	6.982440666666666	0.0020854551758633	0.8690529098909803	30.439	8.607333448097778	NDIC	19.52316672404889	3	1	30.439	True	candidate_substrate	Tier 1
O75964	ATP5L_HUMAN	ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)	11.428	10632.0	ATP5L	X	o	X	X	o	respiratory chain	complex V subunit	1123563.3333333333	2153400.0	6.050597557878386	6.333124708716882	7.732616666666668	0.0020030326942092	0.7824773706888852	NDIC	12.313754463735993	NDIC	12.313754463735991	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9BSH4	TACO1_HUMAN	Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)	32.477	51204.0	TACO1	X	X	X	X	o	mitochondrial protein synthesis	translational activator	1123296.6666666667	640980.6666666666	6.050494470136039	5.806844930475746	6.986640666666666	0.0020025572941708	0.8660091106449784		8.183975775431705	18.877185034167706	13.530580404799704	2	0	13.530580404799704	True	candidate_substrate	Tier 1
Q96DV4	RM38_HUMAN	39S ribosomal protein L38, mitochondrial (L38mt) (MRP-L38) (Mitochondrial large ribosomal subunit protein mL38)	44.597	64978.0	MRPL38	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	1114523.3333333333	805413.3333333334	6.047089165173218	5.906018814922717	6.980669666666667	0.0019869166329081	0.866262042744784	21.182	101.36744685811598	NDIC	61.27472342905799	3	1	91.01130054317112	True	candidate_substrate	Tier 1
Q96EY8	MMAB_HUMAN	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B protein)	27.388	326625.0	MMAB	X	X	X	X	o	enzyme co-factor metabolism	cofactor biosynthesis	1113640.0	677476.6666666666	6.046744821644442	5.830894342037341	6.419494	0.0019853418702809	0.9419348038403714		40.41873812699568	NDIC	40.41873812699568	2	1	65.7150193350834	True	candidate_substrate	Tier 1
P82930	RT34_HUMAN	28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (Mitochondrial small ribosomal subunit protein mS34)	25.65	65993.0	MRPS34	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	1052132.6666666667	1575400.0	6.022070504806881	6.197390841133297	7.241954666666667	0.0018756896629285	0.8315531899868581	NDIC	36.008786143819094	NDIC	36.008786143819094	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9UJZ1	STML2_HUMAN	Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)	38.534	30968.0	STOML2	X	X	X	X	o	mitochondrial biogenesis		1011138.3333333334	754993.6666666666	6.004810575268115	5.877943308525539	7.475930333333333	0.0018026070092784	0.803219172401078	10.916	6.439150032195751	NDIC	8.677575016097876	3	1	10.916	True	candidate_substrate	Tier 1
Q96EY1	DNJA3_HUMAN	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)	52.489	9093.0	DNAJA3	X	X	X	X	o	protein quality control	co-chaperone	1004296.6666666666	1009966.6666666666	6.001862021240093	6.004307040394898	7.155274666666666	0.0017904100270437	0.8388024640340049	8.3981	3.3151002817835242	16.149088383960727	8.3981	3	0	8.3981	True	co_chaperone	Excluded
O76031	CLPX_HUMAN	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	69.224	10845.0	CLPX	X	X	X	X	o	protein quality control	protease	981660.0	684150.0	5.991961095025144	5.835151331296618	6.777301666666666	0.0017500545062857	0.8841219396350432	15.705	10.643846260284615	11.452654725365338	11.452654725365338	3	0	11.452654725365338	True	candidate_substrate	Tier 1
P28331	NDUS1_HUMAN	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	79.468	4719.0	NDUFS1	X	X	X	X	o	respiratory chain	complex I subunit	978933.3333333334	662653.3333333334	5.990753116776267	5.8212863869341644	7.1943790000000005	0.0017451935408932	0.8326991275794987	14.717	14.357707935505175	10.751763289179426	14.357707935505177	3	0	14.357707935505177	True	candidate_substrate	Tier 1
Q8NI60	COQ8A_HUMAN	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	71.95	56997.0	ADCK3	X	X	X	X	o	enzyme co-factor metabolism	coenzyme Q synthesis	937773.3333333334	1240686.6666666667	5.9720978789137655	6.093662115004394	6.620517	0.0016718155449693	0.90205914113864	11.77	10.008707575590764	0.9410878976096367	10.008707575590764	3	0	10.008707575590764	True	candidate_substrate	Tier 1
Q13405	RM49_HUMAN	39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49) (Mitochondrial large ribosomal subunit protein mL49) (Neighbor of FAU) (NOF) (Protein NOF1)	19.198	740.0	MRPL49	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	936126.6666666666	354300.3333333333	5.9713346168069945	5.549371560926908	7.184050666666667	0.0016688799497323	0.8311932771456411	5.3389	23.078165747386397	NDIC	14.208532873693198	3	1	23.0781657473864	True	candidate_substrate	Tier 1
Q9BZE1	RM37_HUMAN	39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37) (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein mL37)	48.117	51253.0	MRPL37	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	909286.6666666666	633491.6666666666	5.958700822852876	5.8017409062842	7.063669666666667	0.0016210309358693	0.84357014187284	22.699	5.854115443156539		14.27655772157827	2	0	14.276557721578271	True	candidate_substrate	Tier 1
Q9NWU5	RM22_HUMAN	39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25) (Mitochondrial large ribosomal subunit protein uL22m)	23.641	29093.0	MRPL22	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	880196.6666666666	607726.6666666666	5.944579719542746	5.783708293336114	6.815034999999999	0.0015691707341825	0.8722742758537186	16.318	9.276437847866418	15.088190473316535	15.088190473316535	3	0	15.088190473316535	True	candidate_substrate	Tier 1
Q5T440	CAF17_HUMAN	Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog)	38.155	200205.0	IBA57	X	X	X	X	o	enzyme co-factor metabolism	iron metabolism, iron sulfur cluster biogenesis	876753.3333333334	982973.3333333334	5.942877425703264	5.992541736201135	6.74851	0.001563032131187	0.8806206741492958		6.296832693155342	19.595547891519047	12.946190292337196	2	0	12.946190292337194	True	candidate_substrate	Tier 1
O75521	ECI2_HUMAN	Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)	43.585	10455.0	ECI2	X	X	X	X	o	lipid metabolism	fatty acid oxidation	866900.0	580897.3333333334	5.937969002951452	5.764099382809028	6.66863	0.0015454660997688	0.8904331178894993	20.498	8.576329331046313	7.162810686913544	8.576329331046313	3	0	8.576329331046313	True	candidate_substrate	Tier 1
O94925	GLSK_HUMAN	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase)	73.461	2744.0	GLS	X	X	X	X	o	amino acid metabolism		866736.6666666666	454876.6666666667	5.937887169465865	5.657893659850814	5.530024	0.0015451749172453	1.073754321765306		16.076911946753267	10.619544209162543	13.348228077957906	2	0	13.348228077957906	True	candidate_substrate	Tier 1
Q9Y399	RT02_HUMAN	28S ribosomal protein S2, mitochondrial (MRP-S2) (S2mt) (Mitochondrial small ribosomal subunit protein uS2m)	33.249	51116.0	MRPS2	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	866630.0	546606.6666666666	5.937833718865152	5.737674924244475	6.593523666666667	0.0015449847572299	0.9005554569984584	23.593	15.671279246524891	8.646031471554556	15.671279246524891	3	0	15.671279246524891	True	candidate_substrate	Tier 1
Q5ST30	SYVM_HUMAN	Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS) (Valyl-tRNA synthetase-like)	118.49	57176.0	VARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	822610.0	707423.3333333334	5.915193984675248	5.849679380289008	5.144242666666667	0.0014665080958944	1.149866825490979	11.316	3.632269078493335	3.003093185981561	3.632269078493335	3	0	3.632269078493335	True	candidate_substrate	Tier 2
P07954	FUMH_HUMAN	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	54.637	2271.0	FH	X	X	X	X	o	tricarboxylic acid cycle	tricarboxylic acid cycle	817606.6666666666	381022.8333333333	5.912544423990174	5.580951002167843	7.329245666666666	0.0014575884026743	0.8067057229204863		11.737226962757779	5.8568583811643435	8.797042671961062	2	0	8.797042671961062	True	candidate_substrate	Tier 1
Q9BYD3	RM04_HUMAN	39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)	34.919	51073.0	MRPL4	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	809520.0	541310.0	5.908227582900807	5.733446050192305	7.237575333333333	0.0014431718965104	0.8163269203831164	15.122	5.98838253787652	15.494507197198594	15.122	3	0	15.122	True	candidate_substrate	Tier 1
Q9H857	NT5D2_HUMAN	5'-nucleotidase domain-containing protein 2 (EC 3.1.3.-)	60.719	64943.0	NT5DC2	X	X	X	X	o	?		803610.0	508343.3333333333	5.905045332403983	5.706157132377113	6.875033666666667	0.0014326358431598	0.8589114786498232	30.197	48.07230074031343	24.83608185972581	30.197	3	0	30.197	True	candidate_substrate	Tier 1
Q5JRX3	PREP_HUMAN	Presequence protease, mitochondrial (hPreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase 1) (Metalloprotease 1) (hMP1)	117.413	10531.0	PITRM1	X	X	X	X	o	transit peptide degradation		803066.6666666666	479806.6666666667	5.90475159977888	5.681066277972019	6.913374999999999	0.0014316672155816	0.8541054983678565	26.471	9.065361254645998	5.619240278714318	9.065361254645998	3	0	9.065361254645998	True	candidate_substrate	Tier 1
P82650	RT22_HUMAN	28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt) (Mitochondrial small ribosomal subunit protein mS22)	41.28	56945.0	MRPS22	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	794233.3333333334	413576.6666666667	5.89994811009999	5.61655602857775	7.101878333333334	0.0014159195893102	0.8307588264935528	8.804	12.1921482565228	15.001725198397816	12.1921482565228	3	0	12.1921482565228	True	candidate_substrate	Tier 1
Q8TAE8	G45IP_HUMAN	Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)	25.384	90480.0	GADD45GIP1	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit ?	788253.6666666666	661625.0	5.896665999603128	5.820611906999323	7.136735666666667	0.0014052593376996	0.8262413342761882	23.417	8.93734918223255	NDIC	16.177174591116277	3	1	23.417	True	candidate_substrate	Tier 1
P21953	ODBB_HUMAN	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)	43.122	594.0	BCKDHB	X	X	X	X	o	amino acid metabolism		760196.6666666666	408480.0	5.8809259609636815	5.611170797460175	6.302460333333333	0.0013552407169115	0.9331159023500424		18.024188460914548	8.018603159329645	13.021395810122096	2	0	13.021395810122097	True	candidate_substrate	Tier 1
P30405	PPIF_HUMAN	Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)	22.04	10105.0	PPIF	X	X	X	X	o	protein folding	prolyl-isomerase	747853.3333333334	655080.0	5.873816433733998	5.816294340353585	7.496423	0.001333235637635	0.7835492252416917	9.8162	7.755545214828603	6.802721088435375	7.755545214828603	3	0	7.755545214828603	True	candidate_substrate	Tier 1
P49748	ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)	70.39	37.0	ACADVL	X	X	X	X	o	lipid metabolism	fatty acid oxidation	737236.6666666666	484924.6666666667	5.867606926838682	5.685674275938078	6.553255	0.001314308773607	0.8953728989393335	49.508	12.821992281160647	5.319148936170213	12.821992281160648	3	0	12.821992281160648	True	candidate_substrate	Tier 1
Q96D53	COQ8B_HUMAN	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	60.069	79934.0	ADCK4	X	X	X	X	o	enzyme co-factor metabolism		728163.3333333334	520230.0	5.862228806248671	5.716195392955555	5.476169333333334	0.0012981332873011	1.0704980889771616	7.696	15.908114729323428		11.802057364661714	2	0	11.802057364661714	True	candidate_substrate	Tier 1
Q16740	CLPP_HUMAN	ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)	30.18	8192.0	CLPP	X	o	X	X	o	protein quality control	protease	714533.3333333334	743920.0	5.854022493651911	5.871526234703648	7.259945999999999	0.0012738344028394	0.8063451840622384	NDIC	5.266206751277055	2.808988764044944	4.037597757661	3	1	5.266206751277055	True	candidate_substrate	Tier 1
Q7Z7H8	RM10_HUMAN	39S ribosomal protein L10, mitochondrial (L10mt) (MRP-L10) (39S ribosomal protein L8, mitochondrial) (L8mt) (MRP-L8) (Mitochondrial large ribosomal subunit protein uL10m)	29.283	124995.0	MRPL10	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	714443.3333333334	626760.0	5.85396778806527	5.7971012718846175	6.528474	0.0012736739553264	0.896682408180728		5.772005772005772		5.772005772005772	1	0	5.772005772005772	True	candidate_substrate	Tier 1
P40939	ECHA_HUMAN	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	83	3030.0	HADHA	X	X	X	X	o	lipid metabolism	fatty acid oxidation	698590.0	380078.3333333333	5.844222364616969	5.57987311300754	7.635737666666666	0.0012454114230447	0.7653775731622571	20.897	11.409533806448668	22.71901126862959	20.897	3	0	20.897	True	candidate_substrate	Tier 1
P82909	RT36_HUMAN	28S ribosomal protein S36, mitochondrial (MRP-S36) (S36mt)	11.466	92259.0	MRPS36	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	690481.3333333334	821290.0	5.839151942234115	5.914496534904193	6.452319333333333	0.0012309556963777	0.904969459906993	NDIC	22.20741727737064	NDIC	22.20741727737064	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q7L592	NDUF7_HUMAN	Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)	49.238	55471.0	NDUFAF7	X	o	X	X	o	respiratory chain	complex I assembly factor	681810.0	633130.0	5.833663366668421	5.801492892459672	5.439254	0.0012154968756297	1.072511665509355	5.4553	3.872966692486445	NDIC	4.664133346243222	3	1	5.4553	True	candidate_substrate	Tier 1
Q02218	ODO1_HUMAN	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	115.935	4967.0	OGDH	X	X	X	X	o	tricarboxylic acid cycle		651393.3333333334	288328.3333333333	5.813843309476994	5.459887321561668	6.715715333333333	0.0011612715587519	0.8657072286283617	28.254	4.624277456647399	34.79713271626418	28.254	3	0	28.254	True	candidate_substrate	Tier 1
P0DPI2	GAL3A_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial	28.17	8209.0	C21orf33	X	o	X	X	o	?		649739.3333333334	571450.0	5.812739158488558	5.75697823705142	7.411004666666667	0.0011583228900139	0.7843388879018235	NDIC	6.702412868632708	NDIC	6.702412868632708	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q15120	PDK3_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	46.939	5165.0	PDK3	X	o	X	X	o	pyruvate metabolism		645743.3333333334	384323.3333333333	5.810059931203866	5.584696752484872	6.280487	0.0011511990204388	0.9250970396410128		8.19470621978202	7.876496534341525	8.035601377061774	2	0	8.035601377061774	True	candidate_substrate	Tier 1
Q9UFN0	NPS3A_HUMAN	Protein NipSnap homolog 3A (NipSnap3A) (Protein NipSnap homolog 4) (NipSnap4) (Target for Salmonella secreted protein C) (TassC)	28.467	25934.0	NIPSNAP3A	X	X	X	X	o	?		639055.4	500515.0	5.8055385089743385	5.699417097438936	6.3055200000000005	0.0011392761063262	0.9207073340460958	5.4096	24.224219374530655	NDIC	14.816909687265326	3	1	24.22421937453065	True	candidate_substrate	Tier 1
P49419	AL7A1_HUMAN	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	58.487	501.0	ALDH7A1	X	o	X	X	o	Detoxification?		622703.3333333334	358338.6666666667	5.79428119050765	5.5542936734017285	7.512397333333333	0.0011101244571227	0.7712958904340412	NDIC	7.1597336579079265	3.0246204101385272	5.092177034023226	3	1	7.159733657907927	True	candidate_substrate	Tier 1
