uniprot_accession	model_path	model_version	file_size_bytes	has_structure	source_dataset	residues_modeled	mean_plddt	min_plddt	fraction_plddt_gt70
P0A6W5	data/raw/alphafold/pilot/AF-P0A6W5-F1-model_v6.cif	v6	156240	True	groel	158	95.38	60.94	0.9937
P0A6Y5	data/raw/alphafold/pilot/AF-P0A6Y5-F1-model_v6.cif	v6	274870	True	groel	292	91.81	31.94	0.9452
P0A6Y8	data/raw/alphafold/pilot/AF-P0A6Y8-F1-model_v6.cif	v6	569183	True	groel	638	92.22	39.09	0.9436
P0A6Z6	data/raw/alphafold/pilot/AF-P0A6Z6-F1-model_v6.cif	v6	135411	True	groel	133	90.6	58.09	0.9398
P0A705	data/raw/alphafold/pilot/AF-P0A705-F1-model_v6.cif	v6	793320	True	groel	890	78.78	26.0	0.7854
P0A707	data/raw/alphafold/pilot/AF-P0A707-F1-model_v6.cif	v6	178614	True	groel	180	88.92	38.53	0.9333
P0A715	data/raw/alphafold/pilot/AF-P0A715-F1-model_v6.cif	v6	263027	True	groel	284	97.48	67.31	0.993
P0A717	data/raw/alphafold/pilot/AF-P0A717-F1-model_v6.cif	v6	289970	True	groel	315	94.42	47.28	0.9619
P0A722	data/raw/alphafold/pilot/AF-P0A722-F1-model_v6.cif	v6	242797	True	groel	262	97.8	89.25	1.0
P0A738	data/raw/alphafold/pilot/AF-P0A738-F1-model_v6.cif	v6	154424	True	groel	161	93.65	34.62	0.9689
P0A776	data/raw/alphafold/pilot/AF-P0A776-F1-model_v6.cif	v6	181421	True	groel	176	91.19	39.84	0.9148
P0A799	data/raw/alphafold/pilot/AF-P0A799-F1-model_v6.cif	v6	347358	True	groel	387	96.28	62.06	0.9974
P0A7A9	data/raw/alphafold/pilot/AF-P0A7A9-F1-model_v6.cif	v6	173531	True	groel	176	96.66	58.28	0.9943
P0A7D1	data/raw/alphafold/pilot/AF-P0A7D1-F1-model_v6.cif	v6	184948	True	groel	194	97.57	65.81	0.9948
P0A7D4	data/raw/alphafold/pilot/AF-P0A7D4-F1-model_v6.cif	v6	396579	True	groel	432	95.27	56.06	0.9954
P0A7X6	data/raw/alphafold/pilot/AF-P0A7X6-F1-model_v6.cif	v6	180438	True	groel	182	90.37	29.92	0.9615
P0A7Z4	data/raw/alphafold/pilot/AF-P0A7Z4-F1-model_v6.cif	v6	307765	True	groel	329	84.96	37.84	0.8693
P0A805	data/raw/alphafold/pilot/AF-P0A805-F1-model_v6.cif	v6	178840	True	groel	185	89.82	59.0	0.9892
P0A817	data/raw/alphafold/pilot/AF-P0A817-F1-model_v6.cif	v6	353228	True	groel	384	96.07	67.38	0.9948
P0A825	data/raw/alphafold/pilot/AF-P0A825-F1-model_v6.cif	v6	380037	True	groel	417	97.84	84.38	1.0
P0A832	data/raw/alphafold/pilot/AF-P0A832-F1-model_v6.cif	v6	161059	True	groel	160	88.95	39.59	0.925
P0A850	data/raw/alphafold/pilot/AF-P0A850-F1-model_v6.cif	v6	399518	True	groel	432	89.75	35.88	0.9931
P0A853	data/raw/alphafold/pilot/AF-P0A853-F1-model_v6.cif	v6	438717	True	groel	471	96.63	67.38	0.9979
P0A862	data/raw/alphafold/pilot/AF-P0A862-F1-model_v6.cif	v6	160009	True	groel	168	95.01	63.09	0.994
P0A873	data/raw/alphafold/pilot/AF-P0A873-F1-model_v6.cif	v6	243711	True	groel	255	95.07	49.69	0.9843
P0A894	data/raw/alphafold/pilot/AF-P0A894-F1-model_v6.cif	v6	274850	True	groel	284	89.56	35.72	0.9542
P0A8E1	data/raw/alphafold/pilot/AF-P0A8E1-F1-model_v6.cif	v6	184805	True	groel	180	95.37	67.19	0.9944
P0A8G3	data/raw/alphafold/pilot/AF-P0A8G3-F1-model_v6.cif	v6	447180	True	groel	470	97.71	70.94	1.0
P0A8I5	data/raw/alphafold/pilot/AF-P0A8I5-F1-model_v6.cif	v6	234358	True	groel	239	93.7	69.56	0.9916
P0A8J8	data/raw/alphafold/pilot/AF-P0A8J8-F1-model_v6.cif	v6	394108	True	groel	421	89.11	35.16	0.8979
P0A8M0	data/raw/alphafold/pilot/AF-P0A8M0-F1-model_v6.cif	v6	438429	True	groel	466	95.68	59.62	0.9914
P0A8M3	data/raw/alphafold/pilot/AF-P0A8M3-F1-model_v6.cif	v6	606969	True	groel	642	94.38	43.78	0.9938
P0A8S1	data/raw/alphafold/pilot/AF-P0A8S1-F1-model_v6.cif	v6	283490	True	groel	297	90.71	49.94	0.9495
P0A8T7	data/raw/alphafold/pilot/AF-P0A8T7-F1-model_v6.cif	v6	1314716	True	groel	1407	85.76	30.33	0.9119
P0A8U2	data/raw/alphafold/pilot/AF-P0A8U2-F1-model_v6.cif	v6	256422	True	groel	266	89.92	33.78	0.8985
P0A8V2	data/raw/alphafold/pilot/AF-P0A8V2-F1-model_v6.cif	v6	1278036	True	groel	1342	90.05	40.91	0.9836
P0A8W8	data/raw/alphafold/pilot/AF-P0A8W8-F1-model_v6.cif	v6	170080	True	groel	164	95.76	77.0	1.0
P0A8Y3	data/raw/alphafold/pilot/AF-P0A8Y3-F1-model_v6.cif	v6	197256	True	groel	199	94.9	48.06	0.9799
P0A910	data/raw/alphafold/pilot/AF-P0A910-F1-model_v6.cif	v6	313827	True	groel	346	79.49	27.86	0.7803
P0A948	data/raw/alphafold/pilot/AF-P0A948-F1-model_v6.cif	v6	197174	True	groel	194	94.53	35.94	0.9639
P0A953	data/raw/alphafold/pilot/AF-P0A953-F1-model_v6.cif	v6	358295	True	groel	406	97.87	61.31	0.9975
P0A959	data/raw/alphafold/pilot/AF-P0A959-F1-model_v6.cif	v6	381395	True	groel	405	96.24	69.94	0.9975
P0A991	data/raw/alphafold/pilot/AF-P0A991-F1-model_v6.cif	v6	321970	True	groel	350	97.38	80.88	1.0
P0A9B2	data/raw/alphafold/pilot/AF-P0A9B2-F1-model_v6.cif	v6	301256	True	groel	331	98.33	80.0	1.0
P0A9D4	data/raw/alphafold/pilot/AF-P0A9D4-F1-model_v6.cif	v6	250968	True	groel	273	95.12	35.22	0.9487
P0A9E0	data/raw/alphafold/pilot/AF-P0A9E0-F1-model_v6.cif	v6	283062	True	groel	292	86.18	34.78	0.8836
P0A9F3	data/raw/alphafold/pilot/AF-P0A9F3-F1-model_v6.cif	v6	305966	True	groel	324	93.42	66.19	0.9938
P0A9H1	data/raw/alphafold/pilot/AF-P0A9H1-F1-model_v6.cif	v6	165611	True	groel	168	96.29	41.22	0.9762
P0A9J8	data/raw/alphafold/pilot/AF-P0A9J8-F1-model_v6.cif	v6	360157	True	groel	386	92.98	42.69	0.9896
P0A9K3	data/raw/alphafold/pilot/AF-P0A9K3-F1-model_v6.cif	v6	328268	True	groel	346	84.04	28.98	0.8728
P0A9L5	data/raw/alphafold/pilot/AF-P0A9L5-F1-model_v6.cif	v6	93562	True	groel	93	82.66	52.44	0.9355
P0A9M0	data/raw/alphafold/pilot/AF-P0A9M0-F1-model_v6.cif	v6	713076	True	groel	784	86.85	32.38	0.9286
P0A9N4	data/raw/alphafold/pilot/AF-P0A9N4-F1-model_v6.cif	v6	240113	True	groel	246	96.35	56.25	0.9959
P0A9P0	data/raw/alphafold/pilot/AF-P0A9P0-F1-model_v6.cif	v6	423370	True	groel	474	97.2	58.19	0.9979
P0A9P6	data/raw/alphafold/pilot/AF-P0A9P6-F1-model_v6.cif	v6	578659	True	groel	629	79.09	23.59	0.7901
P0A9Q7	data/raw/alphafold/pilot/AF-P0A9Q7-F1-model_v6.cif	v6	787780	True	groel	891	94.37	32.59	0.9708
P0A9Q9	data/raw/alphafold/pilot/AF-P0A9Q9-F1-model_v6.cif	v6	337152	True	groel	367	97.95	79.75	1.0
P0A9R7	data/raw/alphafold/pilot/AF-P0A9R7-F1-model_v6.cif	v6	211783	True	groel	222	91.9	28.28	0.9775
P0A9S3	data/raw/alphafold/pilot/AF-P0A9S3-F1-model_v6.cif	v6	316513	True	groel	346	97.34	81.12	1.0
P0A9T0	data/raw/alphafold/pilot/AF-P0A9T0-F1-model_v6.cif	v6	371084	True	groel	410	95.72	34.44	0.9878
P0A9T4	data/raw/alphafold/pilot/AF-P0A9T4-F1-model_v6.cif	v6	325328	True	groel	346	96.63	62.66	0.9913
P0A9X4	data/raw/alphafold/pilot/AF-P0A9X4-F1-model_v6.cif	v6	311779	True	groel	347	90.68	33.56	0.9222
P0AA16	data/raw/alphafold/pilot/AF-P0AA16-F1-model_v6.cif	v6	233535	True	groel	239	86.11	35.97	0.8619
P0AA39	data/raw/alphafold/pilot/AF-P0AA39-F1-model_v6.cif	v6	304891	True	groel	319	91.14	33.0	0.9248
P0AAG8	data/raw/alphafold/pilot/AF-P0AAG8-F1-model_v6.cif	v6	467170	True	groel	506	89.93	29.91	0.9625
P0AAH0	data/raw/alphafold/pilot/AF-P0AAH0-F1-model_v6.cif	v6	247613	True	groel	257	93.62	28.16	0.965
P0AAI5	data/raw/alphafold/pilot/AF-P0AAI5-F1-model_v6.cif	v6	362786	True	groel	413	97.99	57.28	0.9976
P0AAR3	data/raw/alphafold/pilot/AF-P0AAR3-F1-model_v6.cif	v6	152563	True	groel	159	97.11	67.5	0.9937
P0AAZ4	data/raw/alphafold/pilot/AF-P0AAZ4-F1-model_v6.cif	v6	413919	True	groel	447	89.8	30.48	0.9306
P0AB71	data/raw/alphafold/pilot/AF-P0AB71-F1-model_v6.cif	v6	330004	True	groel	359	94.83	47.47	0.9276
P0ABD5	data/raw/alphafold/pilot/AF-P0ABD5-F1-model_v6.cif	v6	296978	True	groel	319	95.43	38.22	0.9718
P0ABF1	data/raw/alphafold/pilot/AF-P0ABF1-F1-model_v6.cif	v6	445967	True	groel	465	85.71	31.92	0.8301
P0ABH7	data/raw/alphafold/pilot/AF-P0ABH7-F1-model_v6.cif	v6	398752	True	groel	427	94.17	54.97	0.9859
P0ABP8	data/raw/alphafold/pilot/AF-P0ABP8-F1-model_v6.cif	v6	222378	True	groel	239	97.07	71.44	1.0
P0ABT2	data/raw/alphafold/pilot/AF-P0ABT2-F1-model_v6.cif	v6	163674	True	groel	167	94.46	32.97	0.9281
P0ABT5	data/raw/alphafold/pilot/AF-P0ABT5-F1-model_v6.cif	v6	302529	True	groel	321	95.18	51.91	0.9844
P0AC41	data/raw/alphafold/pilot/AF-P0AC41-F1-model_v6.cif	v6	532703	True	groel	588	96.68	56.31	0.9983
P0AC59	data/raw/alphafold/pilot/AF-P0AC59-F1-model_v6.cif	v6	210077	True	groel	215	98.58	95.62	1.0
P0AC69	data/raw/alphafold/pilot/AF-P0AC69-F1-model_v6.cif	v6	117082	True	groel	115	85.47	34.5	0.913
P0ACB2	data/raw/alphafold/pilot/AF-P0ACB2-F1-model_v6.cif	v6	300993	True	groel	324	97.93	67.88	0.9969
P0ACB4	data/raw/alphafold/pilot/AF-P0ACB4-F1-model_v6.cif	v6	184820	True	groel	181	95.7	38.44	0.9834
P0ACI0	data/raw/alphafold/pilot/AF-P0ACI0-F1-model_v6.cif	v6	280352	True	groel	289	90.77	60.53	0.9585
P0ACJ8	data/raw/alphafold/pilot/AF-P0ACJ8-F1-model_v6.cif	v6	204425	True	groel	210	94.09	35.22	0.9667
P0ACK8	data/raw/alphafold/pilot/AF-P0ACK8-F1-model_v6.cif	v6	234890	True	groel	243	90.74	31.98	0.9342
P0ACL5	data/raw/alphafold/pilot/AF-P0ACL5-F1-model_v6.cif	v6	244524	True	groel	254	88.38	27.58	0.8858
P0ACQ4	data/raw/alphafold/pilot/AF-P0ACQ4-F1-model_v6.cif	v6	288872	True	groel	305	91.55	43.22	0.9705
P0AD61	data/raw/alphafold/pilot/AF-P0AD61-F1-model_v6.cif	v6	421675	True	groel	470	95.7	56.19	0.9851
P0ADG4	data/raw/alphafold/pilot/AF-P0ADG4-F1-model_v6.cif	v6	249683	True	groel	267	95.66	59.25	0.9963
P0AE08	data/raw/alphafold/pilot/AF-P0AE08-F1-model_v6.cif	v6	182806	True	groel	187	97.65	71.56	1.0
P0AE88	data/raw/alphafold/pilot/AF-P0AE88-F1-model_v6.cif	v6	225590	True	groel	232	91.98	43.69	0.9353
P0AED5	data/raw/alphafold/pilot/AF-P0AED5-F1-model_v6.cif	v6	205676	True	groel	218	91.6	29.08	0.9541
P0AEJ2	data/raw/alphafold/pilot/AF-P0AEJ2-F1-model_v6.cif	v6	360449	True	groel	391	94.79	32.75	0.9616
P0AEJ6	data/raw/alphafold/pilot/AF-P0AEJ6-F1-model_v6.cif	v6	411863	True	groel	453	97.47	83.81	1.0
P0AEK2	data/raw/alphafold/pilot/AF-P0AEK2-F1-model_v6.cif	v6	220364	True	groel	244	97.33	76.19	1.0
P0AES4	data/raw/alphafold/pilot/AF-P0AES4-F1-model_v6.cif	v6	793177	True	groel	875	87.37	28.8	0.9006
P0AEU7	data/raw/alphafold/pilot/AF-P0AEU7-F1-model_v6.cif	v6	155070	True	groel	161	91.2	38.31	0.8696
P0AEZ1	data/raw/alphafold/pilot/AF-P0AEZ1-F1-model_v6.cif	v6	279614	True	groel	296	95.5	55.12	0.9865
P0AEZ9	data/raw/alphafold/pilot/AF-P0AEZ9-F1-model_v6.cif	v6	164876	True	groel	170	97.56	49.94	0.9882
P0AF48	data/raw/alphafold/pilot/AF-P0AF48-F1-model_v6.cif	v6	140457	True	groel	138	97.54	89.19	1.0
P0AFD1	data/raw/alphafold/pilot/AF-P0AFD1-F1-model_v6.cif	v6	163937	True	groel	166	92.85	31.42	0.9398
P0AFG0	data/raw/alphafold/pilot/AF-P0AFG0-F1-model_v6.cif	v6	179642	True	groel	181	73.75	38.75	0.674
P0AFG3	data/raw/alphafold/pilot/AF-P0AFG3-F1-model_v6.cif	v6	858718	True	groel	933	93.91	33.94	0.9593
P0AFG6	data/raw/alphafold/pilot/AF-P0AFG6-F1-model_v6.cif	v6	367594	True	groel	405	85.11	32.0	0.8617
P0AFG8	data/raw/alphafold/pilot/AF-P0AFG8-F1-model_v6.cif	v6	816902	True	groel	887	96.11	34.28	0.9842
P0AFI2	data/raw/alphafold/pilot/AF-P0AFI2-F1-model_v6.cif	v6	687661	True	groel	752	93.24	27.86	0.9734
P0AFK0	data/raw/alphafold/pilot/AF-P0AFK0-F1-model_v6.cif	v6	403513	True	groel	450	96.61	46.59	0.9889
P0AFQ7	data/raw/alphafold/pilot/AF-P0AFQ7-F1-model_v6.cif	v6	254434	True	groel	265	97.87	58.81	0.9962
P0AFR4	data/raw/alphafold/pilot/AF-P0AFR4-F1-model_v6.cif	v6	200603	True	groel	206	95.94	82.81	1.0
P0AFX4	data/raw/alphafold/pilot/AF-P0AFX4-F1-model_v6.cif	v6	160044	True	groel	158	91.17	55.94	0.9747
P0AFY8	data/raw/alphafold/pilot/AF-P0AFY8-F1-model_v6.cif	v6	177140	True	groel	181	88.87	36.94	0.8508
P0AG24	data/raw/alphafold/pilot/AF-P0AG24-F1-model_v6.cif	v6	648850	True	groel	702	83.3	29.19	0.8462
P0AG30	data/raw/alphafold/pilot/AF-P0AG30-F1-model_v6.cif	v6	391361	True	groel	419	93.65	67.88	0.9976
P0AGG4	data/raw/alphafold/pilot/AF-P0AGG4-F1-model_v6.cif	v6	139413	True	groel	139	95.66	73.81	1.0
P0AGG8	data/raw/alphafold/pilot/AF-P0AGG8-F1-model_v6.cif	v6	429340	True	groel	481	98.14	58.53	0.9979
P0AGJ2	data/raw/alphafold/pilot/AF-P0AGJ2-F1-model_v6.cif	v6	217763	True	groel	229	93.12	59.09	0.9825
P0AGJ5	data/raw/alphafold/pilot/AF-P0AGJ5-F1-model_v6.cif	v6	317958	True	groel	345	80.1	32.28	0.7246
P0AGK8	data/raw/alphafold/pilot/AF-P0AGK8-F1-model_v6.cif	v6	154616	True	groel	162	89.18	36.97	0.8889
P0C0K3	data/raw/alphafold/pilot/AF-P0C0K3-F1-model_v6.cif	v6	321423	True	groel	328	94.53	29.25	0.9695
P0C7M7	data/raw/alphafold/pilot/AF-P0C7M7-F1-model_v6.cif	v6	544059	True	matrix,mito	580	89.74	28.36	0.9224
P0C7P0	data/raw/alphafold/pilot/AF-P0C7P0-F1-model_v6.cif	v6	127367	True	matrix,mito	127	87.64	46.19	0.8031
P0C8J6	data/raw/alphafold/pilot/AF-P0C8J6-F1-model_v6.cif	v6	262105	True	groel	284	95.65	55.97	0.9965
P0C8J8	data/raw/alphafold/pilot/AF-P0C8J8-F1-model_v6.cif	v6	392616	True	groel	420	96.13	43.62	0.9714
P0CE49	data/raw/alphafold/pilot/AF-P0CE49-F1-model_v6.cif	v6	316932	True	groel	326	92.46	38.16	0.9847
P0DJ07	data/raw/alphafold/pilot/AF-P0DJ07-F1-model_v6.cif	v6	83580	True	mito	73	87.48	64.44	0.9726
P0DKB6	data/raw/alphafold/pilot/AF-P0DKB6-F1-model_v6.cif	v6	135526	True	mito	136	60.46	30.11	0.25
P0DPI2	data/raw/alphafold/pilot/AF-P0DPI2-F1-model_v6.cif	v6	242380	True	hsp60	268	90.48	34.41	0.8507
P0DTT0	data/raw/alphafold/pilot/AF-P0DTT0-F1-model_v6.cif	v6	556489	True	groel	607	85.84	36.75	0.8979
P10109	data/raw/alphafold/pilot/AF-P10109-F1-model_v6.cif	v6	170196	True	matrix,mito	184	76.92	31.41	0.6087
P10176	data/raw/alphafold/pilot/AF-P10176-F1-model_v6.cif	v6	72792	True	mito	69	85.81	55.47	0.8841
P10415	data/raw/alphafold/pilot/AF-P10415-F1-model_v6.cif	v6	225420	True	mito	239	72.02	11.06	0.5816
P10515	data/raw/alphafold/pilot/AF-P10515-F1-model_v6.cif	v6	569202	True	hsp60,matrix,mito	647	71.97	29.17	0.6538
P10606	data/raw/alphafold/pilot/AF-P10606-F1-model_v6.cif	v6	123455	True	mito	129	84.56	44.44	0.7287
P10620	data/raw/alphafold/pilot/AF-P10620-F1-model_v6.cif	v6	155090	True	mito	155	78.73	45.19	0.7613
P10809	data/raw/alphafold/pilot/AF-P10809-F1-model_v6.cif	v6	503235	True	matrix,mito	573	88.13	36.5	0.9075
P11177	data/raw/alphafold/pilot/AF-P11177-F1-model_v6.cif	v6	330234	True	hsp60,matrix,mito	359	94.32	37.84	0.922
P11182	data/raw/alphafold/pilot/AF-P11182-F1-model_v6.cif	v6	442973	True	matrix,mito	482	78.9	28.09	0.7365
P11310	data/raw/alphafold/pilot/AF-P11310-F1-model_v6.cif	v6	387543	True	matrix,mito	421	93.4	30.78	0.9169
P11498	data/raw/alphafold/pilot/AF-P11498-F1-model_v6.cif	v6	1092367	True	hsp60,matrix,mito	1178	90.39	25.19	0.9542
P12074	data/raw/alphafold/pilot/AF-P12074-F1-model_v6.cif	v6	111755	True	mito	109	82.97	42.72	0.6881
P12235	data/raw/alphafold/pilot/AF-P12235-F1-model_v6.cif	v6	279496	True	mito	298	92.09	56.69	0.9933
P12236	data/raw/alphafold/pilot/AF-P12236-F1-model_v6.cif	v6	277842	True	hsp60,mito	298	92.36	59.56	0.9966
P12694	data/raw/alphafold/pilot/AF-P12694-F1-model_v6.cif	v6	419950	True	hsp60,mito	445	91.58	28.89	0.8944
P12998	data/raw/alphafold/pilot/AF-P12998-F1-model_v6.cif	v6	349893	True	groel	384	97.03	56.34	0.9974
P13033	data/raw/alphafold/pilot/AF-P13033-F1-model_v6.cif	v6	381864	True	groel	419	95.71	34.31	0.9928
P13051	data/raw/alphafold/pilot/AF-P13051-F1-model_v6.cif	v6	294695	True	matrix,mito	313	85.3	33.69	0.7987
P13073	data/raw/alphafold/pilot/AF-P13073-F1-model_v6.cif	v6	172127	True	hsp60,mito	169	88.63	31.66	0.8462
P13196	data/raw/alphafold/pilot/AF-P13196-F1-model_v6.cif	v6	578988	True	matrix,mito	640	79.27	23.72	0.7
P13804	data/raw/alphafold/pilot/AF-P13804-F1-model_v6.cif	v6	298175	True	hsp60,matrix,mito	333	94.15	36.47	0.9459
P13857	data/raw/alphafold/pilot/AF-P13857-F1-model_v6.cif	v6	180090	True	groel	179	96.93	58.06	0.9888
P13995	data/raw/alphafold/pilot/AF-P13995-F1-model_v6.cif	v6	318867	True	hsp60,matrix,mito	350	89.62	33.78	0.8543
P14324	data/raw/alphafold/pilot/AF-P14324-F1-model_v6.cif	v6	399680	True	mito	419	85.38	21.52	0.8162
P14406	data/raw/alphafold/pilot/AF-P14406-F1-model_v6.cif	v6	86664	True	mito	83	88.44	56.56	0.8795
P14735	data/raw/alphafold/pilot/AF-P14735-F1-model_v6.cif	v6	990876	True	matrix,mito	1019	93.99	25.75	0.9421
P14854	data/raw/alphafold/pilot/AF-P14854-F1-model_v6.cif	v6	92300	True	mito	86	95.03	71.0	1.0
P14927	data/raw/alphafold/pilot/AF-P14927-F1-model_v6.cif	v6	121761	True	mito	111	93.13	56.75	0.9369
P15254	data/raw/alphafold/pilot/AF-P15254-F1-model_v6.cif	v6	1192819	True	groel	1295	96.96	45.72	0.9923
P15538	data/raw/alphafold/pilot/AF-P15538-F1-model_v6.cif	v6	475930	True	mito	503	90.78	25.38	0.9225
P15954	data/raw/alphafold/pilot/AF-P15954-F1-model_v6.cif	v6	70133	True	mito	63	91.4	66.25	0.9841
P16219	data/raw/alphafold/pilot/AF-P16219-F1-model_v6.cif	v6	369693	True	matrix,mito	412	93.65	28.44	0.9223
P16260	data/raw/alphafold/pilot/AF-P16260-F1-model_v6.cif	v6	305055	True	mito	332	83.83	23.03	0.8855
P17152	data/raw/alphafold/pilot/AF-P17152-F1-model_v6.cif	v6	186522	True	mito	192	78.8	37.78	0.7448
P17315	data/raw/alphafold/pilot/AF-P17315-F1-model_v6.cif	v6	609546	True	groel	663	90.71	24.77	0.9472
P17540	data/raw/alphafold/pilot/AF-P17540-F1-model_v6.cif	v6	395034	True	mito	419	89.41	28.53	0.8878
P17568	data/raw/alphafold/pilot/AF-P17568-F1-model_v6.cif	v6	145111	True	mito	137	88.15	37.66	0.8978
P17612	data/raw/alphafold/pilot/AF-P17612-F1-model_v6.cif	v6	341568	True	mito	351	95.53	50.16	0.963
P18859	data/raw/alphafold/pilot/AF-P18859-F1-model_v6.cif	v6	114110	True	mito	108	83.33	58.09	0.8241
P19099	data/raw/alphafold/pilot/AF-P19099-F1-model_v6.cif	v6	476003	True	mito	503	89.73	26.14	0.9205
P19404	data/raw/alphafold/pilot/AF-P19404-F1-model_v6.cif	v6	235461	True	hsp60,mito	249	86.84	30.23	0.8514
P20674	data/raw/alphafold/pilot/AF-P20674-F1-model_v6.cif	v6	148339	True	mito	150	87.24	36.28	0.76
P21151	data/raw/alphafold/pilot/AF-P21151-F1-model_v6.cif	v6	343111	True	groel	387	97.88	84.25	1.0
P21165	data/raw/alphafold/pilot/AF-P21165-F1-model_v6.cif	v6	419581	True	groel	443	97.23	57.78	0.9977
P21397	data/raw/alphafold/pilot/AF-P21397-F1-model_v6.cif	v6	495684	True	mito	527	97.01	38.31	0.9772
P21499	data/raw/alphafold/pilot/AF-P21499-F1-model_v6.cif	v6	752812	True	groel	813	87.93	33.19	0.8954
P21515	data/raw/alphafold/pilot/AF-P21515-F1-model_v6.cif	v6	198477	True	groel	193	96.86	89.06	1.0
P21549	data/raw/alphafold/pilot/AF-P21549-F1-model_v6.cif	v6	361061	True	matrix,mito	392	98.28	57.34	0.9949
P21796	data/raw/alphafold/pilot/AF-P21796-F1-model_v6.cif	v6	262366	True	mito	283	93.07	57.22	0.9965
P21912	data/raw/alphafold/pilot/AF-P21912-F1-model_v6.cif	v6	266457	True	hsp60,mito	280	91.34	35.78	0.8607
P21953	data/raw/alphafold/pilot/AF-P21953-F1-model_v6.cif	v6	362460	True	hsp60,mito	392	90.56	29.81	0.8699
P21964	data/raw/alphafold/pilot/AF-P21964-F1-model_v6.cif	v6	255484	True	mito	271	93.97	38.97	0.9705
P22033	data/raw/alphafold/pilot/AF-P22033-F1-model_v6.cif	v6	680177	True	matrix,mito	750	92.82	27.69	0.948
P22234	data/raw/alphafold/pilot/AF-P22234-F1-model_v6.cif	v6	392460	True	matrix,mito	425	95.8	36.69	0.9882
P22307	data/raw/alphafold/pilot/AF-P22307-F1-model_v6.cif	v6	488430	True	mito	547	92.28	23.38	0.9378
P22333	data/raw/alphafold/pilot/AF-P22333-F1-model_v6.cif	v6	307808	True	groel	333	98.17	79.81	1.0
P22557	data/raw/alphafold/pilot/AF-P22557-F1-model_v6.cif	v6	532630	True	matrix,mito	587	82.22	26.36	0.753
P22570	data/raw/alphafold/pilot/AF-P22570-F1-model_v6.cif	v6	449414	True	hsp60,matrix,mito	491	92.1	26.11	0.9267
P22695	data/raw/alphafold/pilot/AF-P22695-F1-model_v6.cif	v6	404850	True	hsp60,mito	453	90.06	28.61	0.9249
P22830	data/raw/alphafold/pilot/AF-P22830-F1-model_v6.cif	v6	397422	True	hsp60,mito	423	86.59	19.42	0.8487
P23003	data/raw/alphafold/pilot/AF-P23003-F1-model_v6.cif	v6	350333	True	groel	366	96.01	57.69	0.9918
P23368	data/raw/alphafold/pilot/AF-P23368-F1-model_v6.cif	v6	540560	True	hsp60,matrix,mito	584	94.36	25.42	0.9692
P23378	data/raw/alphafold/pilot/AF-P23378-F1-model_v6.cif	v6	950491	True	matrix,mito	1020	94.13	29.52	0.9353
P23434	data/raw/alphafold/pilot/AF-P23434-F1-model_v6.cif	v6	166153	True	matrix,mito	173	85.02	42.0	0.7283
P23721	data/raw/alphafold/pilot/AF-P23721-F1-model_v6.cif	v6	335539	True	groel	362	98.16	51.69	0.9945
P23786	data/raw/alphafold/pilot/AF-P23786-F1-model_v6.cif	v6	608138	True	hsp60,mito	658	94.13	24.45	0.9498
P23836	data/raw/alphafold/pilot/AF-P23836-F1-model_v6.cif	v6	219164	True	groel	223	90.82	53.09	0.9462
P23843	data/raw/alphafold/pilot/AF-P23843-F1-model_v6.cif	v6	506303	True	groel	543	95.09	35.28	0.9503
P23869	data/raw/alphafold/pilot/AF-P23869-F1-model_v6.cif	v6	161257	True	groel	164	98.25	83.44	1.0
P23893	data/raw/alphafold/pilot/AF-P23893-F1-model_v6.cif	v6	380940	True	groel	426	97.04	36.31	0.9836
P23908	data/raw/alphafold/pilot/AF-P23908-F1-model_v6.cif	v6	356051	True	groel	383	96.26	46.47	0.9922
P23919	data/raw/alphafold/pilot/AF-P23919-F1-model_v6.cif	v6	206587	True	matrix,mito	212	95.61	43.59	0.9858
P24182	data/raw/alphafold/pilot/AF-P24182-F1-model_v6.cif	v6	410660	True	groel	449	95.64	38.97	0.9866
P24310	data/raw/alphafold/pilot/AF-P24310-F1-model_v6.cif	v6	84455	True	mito	79	88.38	50.16	0.8481
P24311	data/raw/alphafold/pilot/AF-P24311-F1-model_v6.cif	v6	84553	True	mito	80	90.58	54.78	0.925
P24539	data/raw/alphafold/pilot/AF-P24539-F1-model_v6.cif	v6	244645	True	hsp60,mito	256	83.28	30.11	0.7969
P24752	data/raw/alphafold/pilot/AF-P24752-F1-model_v6.cif	v6	378306	True	hsp60,matrix,mito	427	95.35	46.91	0.9204
P25325	data/raw/alphafold/pilot/AF-P25325-F1-model_v6.cif	v6	283345	True	mito	297	95.6	33.22	0.9663
P25397	data/raw/alphafold/pilot/AF-P25397-F1-model_v6.cif	v6	195563	True	groel	197	97.27	62.5	0.9949
P25705	data/raw/alphafold/pilot/AF-P25705-F1-model_v6.cif	v6	495538	True	hsp60,mito	553	88.21	28.45	0.8933
P25874	data/raw/alphafold/pilot/AF-P25874-F1-model_v6.cif	v6	278080	True	mito	307	76.14	28.16	0.7622
P25888	data/raw/alphafold/pilot/AF-P25888-F1-model_v6.cif	v6	416938	True	groel	454	83.76	33.22	0.7996
P26440	data/raw/alphafold/pilot/AF-P26440-F1-model_v6.cif	v6	388203	True	matrix,mito	426	93.37	29.36	0.9202
